question,answer_llm,answer_orig,document
What should I check if my answer is way different from every option in the homework?,"If your answer is far from every option, re-check:

- the question,
- the dataset version,
- and the GitHub homework instructions.

Also note that small differences can come from filtering, rounding, dataset versions, or provider behavior.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Can small changes in filtering, dataset version, or rounding explain why my numeric homework answer isn't exact?","Yes. Small differences in filtering, dataset version, floating-point/rounding, or even model/provider behavior can make a numeric homework answer slightly different.

If your answer is close to one of the options, choose the closest option. If it’s far from all options, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where should I check first when a homework task seems confusing or vague?,"First, check the GitHub homework instructions, not just the course platform page.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For Module 1 in the 2026 cohort, which GitHub pages have the homework details and materials?","For Module 1 in the 2026 cohort, use these GitHub pages:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Does the homework usually copy the lesson exactly, or does it change the dataset or task a bit?","Usually it changes a bit. The homework follows the lesson workflow, but it often uses a different dataset or asks you to apply the same idea in a slightly different way.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I still can’t figure out a homework question, what’s the best way to ask for help in Slack?","In Slack, ask for help and include the code or command output as **text**, not a screenshot. Also make sure you’ve first read the **GitHub homework instructions**, not just the course platform page.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"When I post a homework issue in Slack, should I send screenshots or paste the code and command output as text?","Paste the code and command output as text, not a screenshot.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"How should I count tokens for the Module 1 homework if I'm using a provider that's not OpenAI, like Gemini or Mistral?","For Module 1 homework, count tokens from the **model’s response object**.

If you’re using a non-OpenAI provider like Gemini or Mistral:

- Check the provider’s **usage fields** in the response object.
- Adapt your code to whatever that provider returns.
- **Do not use `tiktoken` or `cl100k_base`** as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, etc., because tokenization differs by model.
- If the provider **doesn’t expose token usage**, use that provider’s **native tokenizer** as an approximation.
- For multiple-choice questions, choose the **closest option**.

","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Where do I find the token count in the model response for this homework?,"Get it from the **model response object**.

For OpenAI-compatible clients, look for usage fields like:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

If you’re using a different provider, check that provider’s response object for its token-usage field and adapt accordingly.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Can I just use tiktoken or cl100k_base for token counting with Hugging Face, Groq, or other providers?","No — don’t use `tiktoken` or `cl100k_base` as a generic tokenizer for Hugging Face, Groq, Gemini, Mistral, or other providers.

Use the **token count from the model’s response object** when available, e.g. `response.usage.input_tokens` or `response.usage.prompt_tokens` depending on the API.

If your provider doesn’t expose usage fields, use that provider’s **native tokenizer** as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my model provider doesn't give token usage in the response object?,"If your provider doesn’t expose token usage, use that provider’s native tokenizer as an approximation. Don’t use `tiktoken` or `cl100k_base` as a generic tokenizer for non-OpenAI models.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice homework, if the token count isn't exact, should I pick the nearest answer option?","Yes — if the numeric result is close to one of the multiple-choice options, choose the closest option.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"What exactly are embeddings in vector search, and why do they turn text or other non-numerical data into numbers?","Embeddings are a way to convert text or other non-numerical data into numbers while preserving meaning and context.

The reason we turn text into numbers is so mathematical similarity methods can compare them. In a good embedding space, similar pieces of text produce similar vectors, and their closeness can be measured with things like cosine similarity or dot product.

So in vector search, embeddings let you search by meaning instead of exact keyword matches.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings keep meaning and context when they convert data into numerical form?,"Embeddings keep meaning and context by converting non-numerical data into numbers in a way that places similar items close together in vector space.

So, if two texts have similar meaning, their embeddings should also be similar numerically. That proximity preserves semantic relationships and lets us compare them with similarity methods like cosine similarity.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why should similar inputs produce similar vectors or numerical values in an embedding model?,"Similar inputs should produce similar vectors because the embedding is meant to preserve meaning and context. If two inputs are similar, their numerical representations should also be close together in vector space so that mathematical similarity measures, like cosine similarity, can identify them as related.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the closeness of embedding values help with semantic similarity search?,"The closeness of embedding values helps because similar pieces of text are converted into similar numerical vectors. That means their vectors end up near each other in vector space, so semantic similarity can be measured mathematically.

In other words, if two texts have similar meaning, their embeddings will have close values, which makes it easier to find related items using vector search and similarity algorithms.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What are the related ideas behind embeddings, like vector space models and dimensionality reduction?","Related ideas behind embeddings include the **vector space model** and **dimensionality reduction**.

- **Vector space model**: represents data as points/vectors in a mathematical space, so similar items are close together.
- **Dimensionality reduction**: compresses high-dimensional data into fewer dimensions while trying to preserve important structure or meaning.

I don't know.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do I get rid of the warning about multi-qa-mpnet-base-dot-v1 being made on sentence transformers v3.0.0 bet?,"Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

This should suppress the warning.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I install to suppress the sentence-transformers version warning in Module 2 vector search?,"Install `sentence-transformers` version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is upgrading sentence-transformers the fix for the model made on v3.0.0 beta warning?,"Yes. The warning is suppressed by upgrading `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Which pip command should I run to stop the multi-qa-mpnet-base-dot-v1 warning from showing up?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need sentence-transformers 3.0.0 or newer to avoid that warning message?,"Yes — to suppress that warning, upgrade `sentence-transformers` to **3.0.0 or higher**.

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson use plain dot product for similarity instead of explicitly normalizing vectors first?,"Because the lesson assumed the embeddings were already unit-normalized, so the plain dot product was effectively the same as cosine similarity. In the homework, the embeddings are not normalized by default, so you need to normalize them first to make dot product match cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework, why isn’t `.dot(...)` enough to compare embeddings the same way as in the lecture?","Because in the lesson the embeddings were assumed to already be normalized, so `.dot(...)` was effectively the same as cosine similarity.

In the homework, the embeddings you use with TF-IDF + SVD are **not normalized by default**, so a plain dot product also depends on vector length, not just direction. If you want cosine similarity, you need to normalize the vectors first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from `model.encode(...)` already unit length, or do we still need to normalize them?","In the lesson, yes — the embeddings returned by `model.encode(...)` were assumed to already be normalized to unit length, so you could use `.dot(...)` directly.

But in general, you should not assume that for every embedding model. If your embeddings are not already normalized, you need to normalize them yourself before using dot product as cosine similarity.

If you want, I can also show how to check whether a given embedding vector is unit length.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF plus SVD vectors, do we have to normalize before calculating cosine similarity?","Yes — with TF-IDF + SVD vectors, you should normalize them before using cosine similarity, unless they are already unit-length.

In the context of the course:
- `.dot(...)` works directly only when embeddings are already normalized.
- TF-IDF + SVD vectors are **not normalized by default**, so the dot product alone is **not** cosine similarity.

So if you want cosine similarity, normalize the vectors first and then take the dot product.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
When does dot product give the same result as cosine similarity in vector search?,"Dot product gives the same result as cosine similarity when the vectors are **normalized to unit length**.

If both vectors have length 1, then:

- **cosine similarity = dot product**

This is why the lesson could use `.dot(...)` directly for models that already return normalized embeddings, while in the homework normalization is needed because those embeddings are not normalized by default.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search, do I need to embed just the answer, just the question, or both together?","There’s no single right answer — it’s an experiment on your dataset.

The course suggests trying:
- **Answer only** (`text`)
- **Question only**
- **Question + answer together** (`question + "" "" + text`)

Often, **question + answer** works best, but it’s slightly longer and costs more.  
Pick whichever gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Which works better in practice for vector search: indexing the FAQ text only, the question only, or question plus answer?","In practice, **question + answer** often works best, but the course’s answer is: **it depends on your dataset**.

The recommended approach is to **test all three** on a ground-truth set and compare retrieval metrics like **hit rate** or **MRR**:

- **FAQ text / answer only**
- **Question only**
- **Question + answer**

So there isn’t a universal winner, but **question + answer is often the best starting point**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a recommended embedding strategy for FAQ retrieval, or do I have to test it on my own data?",I don't know.,"There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding the question itself help if users ask similar questions later?,"Embedding the question helps because later user queries often look more like the original question than like the answer text.

If you index the question:

- similar future questions can match directly by wording and semantics
- the retrieval model can find the right item even if the answer text is phrased differently

So the main benefit is better matching for user queries that resemble the indexed questions.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Does combining question and answer into one embedding usually improve hit rate, even if it costs more?","Yes—often `question + text` gives the best hit rate / MRR, but it’s not guaranteed. It also makes the embedding longer and slightly more expensive, so the course recommends testing it on your own dataset and choosing whichever performs best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity measure how close two non-zero vectors are in text analysis?,"Cosine similarity measures how close two non-zero vectors are by looking at the **angle between them** rather than their length.

- If the vectors point in the **same direction**, cosine similarity is **1**.
- If they are **unrelated/orthogonal**, it is **0**.
- If they point in **opposite directions**, it is **-1**.

In text analysis, the vectors are often **word counts** or **TF-IDF values**, and cosine similarity tells you how similar two documents are based on their content.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine of the angle between two document vectors useful for comparing their content?,"Cosine is useful because it measures the **angle** between document vectors, which tells you how similar their **content** is **regardless of document length**. If two documents point in a similar direction, they likely use similar words or have similar TF-IDF patterns, even if one is much longer than the other.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 actually mean?","A cosine similarity score means:

- **1**: the vectors point in exactly the same direction — they are **identical in orientation** and maximally similar.
- **0**: the vectors are **orthogonal** — they share **no similarity**.
- **-1**: the vectors point in exactly opposite directions — they are **completely opposite**.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"In vector search, why do people use word counts or TF-IDF vectors with cosine similarity?","People use word counts or TF-IDF vectors because they turn text into numeric vectors that capture the content of a document. Then cosine similarity can compare those vectors by measuring the angle between them, which tells you how similar the documents are based on their words.

In other words, TF-IDF/word-count vectors make text comparable in a way cosine similarity can work with.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used to compare documents, and what kind of similarity values can it return?","Yes. Cosine similarity can be used to compare documents by representing them as vectors, such as word counts or TF-IDF values.

It can return values from **-1 to 1**:
- **1** = identical direction / very similar
- **0** = orthogonal / no similarity
- **-1** = completely opposite vectors","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into just a dot product when the vectors are normalized?,"When the vectors are normalized to unit length, their magnitudes are 1.  
Cosine similarity is

\[
\cos(\theta) = \frac{a \cdot b}{\|a\| \|b\|}
\]

If \(\|a\| = \|b\| = 1\), then this becomes:

\[
\cos(\theta) = a \cdot b
\]

So for normalized vectors, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If all embeddings and the query are unit vectors, why can we use matrix multiplication to get cosine scores?","Because when all vectors are **unit length**, cosine similarity becomes the **dot product**.

For two vectors \(a\) and \(b\):

\[
\cos(\theta) = \frac{a \cdot b}{\|a\| \|b\|}
\]

If both are normalized, then \(\|a\| = \|b\| = 1\), so:

\[
\cos(\theta) = a \cdot b
\]

That means you can compute cosine scores for many embeddings at once by stacking them into a matrix and doing **matrix multiplication** with the query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in cosine similarity when the vector lengths are already normalized to 1?,"If the vector lengths are already normalized to 1, cosine similarity simplifies to the dot product. In that case, the vectors’ magnitudes no longer affect the result, so you can compute similarity directly with matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing the embeddings make nearest-neighbor search faster with matrix multiplication?,"Normalizing the embeddings to unit length makes cosine similarity equal to a dot product. Then you can compare one query against all document vectors with a single matrix multiplication, which is much faster than computing pairwise similarity one by one.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine similarity between a query and documents the same as their dot product after normalization?,"Cosine similarity measures how aligned two vectors are, ignoring their magnitudes. If you normalize both the query and the document vectors to unit length, then their magnitudes are all 1, so cosine similarity becomes exactly the dot product.

So after normalization:

- cosine similarity = dot product
- this is why it can be computed efficiently with matrix multiplication

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"Do I need to create a brand-new GitHub repo for Module 2, or is a separate codespace enough?","Just a new codespace is enough — you do **not** need a brand-new GitHub repo for Module 2.

Create the codespace from your **existing repository**, and use a separate codespace for Module 2 because the vector-search dependencies are heavier. Also, commit your work to the repo since you may delete that codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"For the vector search module, should I just spin up another codespace from my current repo?","Yes — just create a new codespace from your existing repo. You don’t need a new GitHub repository for the vector search module.

It’s best to keep Module 2 in a separate codespace because the vector-search dependencies are heavier, and you can stop or delete that codespace when you’re done. Also, commit your work to the repo in case you delete the codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does Module 2 recommend using its own codespace instead of keeping everything in the Module 1 one?,"Module 2 recommends its own codespace because the vector-search dependencies are fairly heavy. Keeping them in a separate codespace lets you isolate that setup, and you can stop or delete it later without keeping the extra weight in your Module 1 environment. Setup is quick, and you should commit your work since you may delete the codespace afterward.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
